qid,difficulty,problem,answer_option_list,answer_value,tag
186,1,"In a cricket match, George scores double~the runs in each round compared to the one before. If George scored $$1$$ run in the first round, in which round did he score $$32$$ runs? ","[[{'aoVal': 'A', 'content': '$$4^{th}$$ '}], [{'aoVal': 'B', 'content': '$$7^{th}$$ '}], [{'aoVal': 'C', 'content': '$$6^{th}$$ '}], [{'aoVal': 'D', 'content': '$$8^{th}$$ '}], [{'aoVal': 'E', 'content': '$$5^{th}$$ '}]]",C,Number Theory Modules
187,1,Which of the following statements is correct? ,"[[{'aoVal': 'A', 'content': '$$4$$ is a factor of $$38$$. '}], [{'aoVal': 'B', 'content': '$$6$$ is a factor of $$72$$. '}], [{'aoVal': 'C', 'content': '$$8$$ is a common factor of $$72$$ and $$84$$. '}], [{'aoVal': 'D', 'content': '$$9$$ is a common factor of $$38$$ and $$72$$. '}]]",B,Common Factors and Common Multiples
188,1,Adrian has two ribbons of length $$12 \rm{cm}$$ and $$30 \rm{cm}$$. He cuts each ribbon into shorter pieces of equal length. Every shorter piece from both ribbons is of the same length. What is the greatest length of each shorter piece? ,"[[{'aoVal': 'A', 'content': '$$2$$ '}], [{'aoVal': 'B', 'content': '$$3$$ '}], [{'aoVal': 'C', 'content': '$$4$$ '}], [{'aoVal': 'D', 'content': '$$12$$ '}], [{'aoVal': 'E', 'content': 'None of the above '}]]",E,Division without Remainders
189,1,"Without calculating, determine if the sum of $$1+2+3+\cdots +1993$$ is an odd or even number. ","[[{'aoVal': 'A', 'content': 'Odd '}], [{'aoVal': 'B', 'content': 'Even '}]]",A,Odd and Even Numbers
194,1,What is the remainder when dividing the sum: $$2001+2002+2003+2004+2005$$ by $$2004$$? ,"[[{'aoVal': 'A', 'content': '$$1$$ '}], [{'aoVal': 'B', 'content': '$$2001$$ '}], [{'aoVal': 'C', 'content': '$$2002$$ '}], [{'aoVal': 'D', 'content': '$$2003$$ '}], [{'aoVal': 'E', 'content': '$$1999$$ '}]]",E,The additive property of the remainder
196,1,"A ball is thrown from the top of a building, and each time the ball bounces to half of its previous height. If the height of the building is $$1024m$$, what is the height it bounces to on the fifth bounce? ","[[{'aoVal': 'A', 'content': '$$32m$$ '}], [{'aoVal': 'B', 'content': '$$16m$$ '}], [{'aoVal': 'C', 'content': '$$128m$$ '}], [{'aoVal': 'D', 'content': '$$256m$$ '}], [{'aoVal': 'E', 'content': '$$4m$$ '}]]",A,Number Theory Modules
197,2,"How many factors of 2020 have more than 3 factors? (As an example, 12 has 6 factors, namely 1,2,3,4,6 and 12) ","[[{'aoVal': 'A', 'content': '$$6$$ '}], [{'aoVal': 'B', 'content': '$$7$$ '}], [{'aoVal': 'C', 'content': '$$8$$ '}], [{'aoVal': 'D', 'content': '$$9$$ '}], [{'aoVal': 'E', 'content': '$$10$$ '}]]",B,Factors and Multiples
198,1,"After adding a two-digit number $$N$$ and a two-digit number that has the same digits as $$N$$ but written in reverse order, we got a square of a natural number as result. How many such numbers $$N$$ are there? ","[[{'aoVal': 'A', 'content': '$$8$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$4$$ '}], [{'aoVal': 'D', 'content': '$$2$$ '}], [{'aoVal': 'E', 'content': 'other answer '}]]",A,Basic Applications of Square Numbers
200,1,Divide $$74$$ by $$6$$. The remainder is ． ,"[[{'aoVal': 'A', 'content': '$$1$$ '}], [{'aoVal': 'B', 'content': '$$2$$ '}], [{'aoVal': 'C', 'content': '$$12$$ '}], [{'aoVal': 'D', 'content': '$$14$$ '}]]",B,"Relationship between Dividend, Divisor, Quotient and Remainder in Division"
201,2,"The smallest positive integer greater than $1$ that leaves a remainder of $1$ when divided by $4$, $5$, and $6$ lies between which of the following pairs of numbers? ","[[{'aoVal': 'A', 'content': '$2$ and $19$ '}], [{'aoVal': 'B', 'content': '$20$ and $39$ '}], [{'aoVal': 'C', 'content': '$40$ and $59$ '}], [{'aoVal': 'D', 'content': '$60$ and $79$ '}], [{'aoVal': 'E', 'content': '$80$ and $124$ '}]]",D,Division without Remainders
202,1,"Pressed 12 times, on or off ","[[{'aoVal': 'A', 'content': 'on '}], [{'aoVal': 'B', 'content': 'off '}]]",B,Odd and Even Numbers
203,1,Which \textbf{ONE~}of the following numbers is \textbf{NOT} divisible by $$25$$? ,"[[{'aoVal': 'A', 'content': '$$7950$$ '}], [{'aoVal': 'B', 'content': '$$6925$$ '}], [{'aoVal': 'C', 'content': '$$7500$$ '}], [{'aoVal': 'D', 'content': '$$25255$$ '}]]",D,Simple Questions of Division without Remainders
204,2,"A number is called flippy if its digits alternate between two distinct digits. For example, 2020 and 37373 are flippy, but 3883 and 123123 are not. How many five-digit flippy numbers are divisible by 15? ","[[{'aoVal': 'A', 'content': '$$3$$ '}], [{'aoVal': 'B', 'content': '$$4$$ '}], [{'aoVal': 'C', 'content': '$$5$$ '}], [{'aoVal': 'D', 'content': '$$6$$ '}], [{'aoVal': 'E', 'content': '$$8$$ '}]]",B,Divisibility Rules
215,1,How many squares of 5cm side can fit in a square of $$20cm$$ side? ,"[[{'aoVal': 'A', 'content': '$$4$$ '}], [{'aoVal': 'B', 'content': '$$12$$ '}], [{'aoVal': 'C', 'content': '$$16$$ '}], [{'aoVal': 'D', 'content': '$$20$$ '}], [{'aoVal': 'E', 'content': '$$10$$ '}]]",C,Number Theory Modules
216,1,How many hundreds are there in eight million?　 ,"[[{'aoVal': 'A', 'content': '$$80$$ '}], [{'aoVal': 'B', 'content': '$$800$$ '}], [{'aoVal': 'C', 'content': '$$8000$$ '}], [{'aoVal': 'D', 'content': '$$80000$$ '}]]",D,Applying the Principle of Place Value
220,1,"Jack and Linda participated in the school activity, got a total of $90$ dollars of charity money. Linda got $10$ dollars more than Jack, how many dollars of charity money did Jack get? ","[[{'aoVal': 'A', 'content': '$$40$$ '}], [{'aoVal': 'B', 'content': '$$50$$ '}], [{'aoVal': 'C', 'content': '$$30$$ '}], [{'aoVal': 'D', 'content': '$$60$$ '}], [{'aoVal': 'E', 'content': '$$20$$ '}]]",A,Number Theory Modules
221,1,How many multiples of $5$ are there from $1$ to $50$? ,"[[{'aoVal': 'A', 'content': '$$5$$ '}], [{'aoVal': 'B', 'content': '$$10$$ '}], [{'aoVal': 'C', 'content': '$$15$$ '}]]",B,Basic Concepts of Factors and Multiples
222,1,What is the remainder when dividing the sum: $$2001+2002+2003+2004+2005$$ by $$2004$$? ,"[[{'aoVal': 'A', 'content': '$$1$$ '}], [{'aoVal': 'B', 'content': '$$2001$$ '}], [{'aoVal': 'C', 'content': '$$2002$$ '}], [{'aoVal': 'D', 'content': '$$2003$$ '}], [{'aoVal': 'E', 'content': '$$1999$$ '}]]",E,The additive property of the remainder
224,1,What is the next square number after $$49$$?  Choose the answer. ,"[[{'aoVal': 'A', 'content': '$$50$$ '}], [{'aoVal': 'B', 'content': '$$55$$ '}], [{'aoVal': 'C', 'content': '$$64$$ '}], [{'aoVal': 'D', 'content': '$$76$$ '}], [{'aoVal': 'E', 'content': '$$98$$ '}]]",C,Basic Applications of Square Numbers
225,1,"There are $15$ floors in a building, and every two floors have the same number of stairs. They tell us that person $A$ goes up the stairs twice as fast as person $B$, so they both start on floor $1$, and when person $B$ gets to floor $6$, which floor is Person $A$ on? ","[[{'aoVal': 'A', 'content': 'on the $11$th floor '}], [{'aoVal': 'B', 'content': 'on the $12$th floor '}], [{'aoVal': 'C', 'content': 'on the $8$th floor '}], [{'aoVal': 'D', 'content': 'on the $6$th floor '}], [{'aoVal': 'E', 'content': 'on the $7$th floor '}]]",A,Number Theory Modules
229,1,"When t = 4, which answer is the odd one out? ","[[{'aoVal': 'A', 'content': '$$2t$$ '}], [{'aoVal': 'B', 'content': '$t + 2$ '}], [{'aoVal': 'C', 'content': '$32 \\div t$ '}], [{'aoVal': 'D', 'content': '$t + 4$ '}]]",D,Understanding Odd and Even Numbers
230,1,All~\uline{~~~~~~~~~~}~numbers are divisible by $2$. ,"[[{'aoVal': 'A', 'content': 'even '}], [{'aoVal': 'B', 'content': 'odd '}]]",A,Divisibility Rules
232,1,Fill in the blanks.  $$(432)\_5=4\times $$~\uline{~~~~~~~~~~}~$$+3\times $$~\uline{~~~~~~~~~~}~$$+2\times $$~\uline{~~~~~~~~~~}~$$=($$~\uline{~~~~~~~~~~}~$$)\_{10}$$ ,"[[{'aoVal': 'A', 'content': '$$10^{2}$$;~$$10^{1}$$;~$$10^{0}$$; $$111$$ '}], [{'aoVal': 'B', 'content': '$$5^{2}$$;~$$5^{1}$$;~$$5^{0}$$; $$117$$ '}], [{'aoVal': 'C', 'content': '$$5^{2}$$;~$$5^{1}$$;~$$5^{0}$$; $$31$$ '}], [{'aoVal': 'D', 'content': '$$10^{2}$$;~$$10^{1}$$;~$$10^{0}$$; $$432$$ '}]]",B,Properties and Applications of Number Bases
233,1,$$6$$ hundreds $$+ 48$$ thousands $$=\square $$  What is the missing number in the box?　 ,"[[{'aoVal': 'A', 'content': '$$48600$$ '}], [{'aoVal': 'B', 'content': '$$54000$$ '}], [{'aoVal': 'C', 'content': '$$486000$$ '}], [{'aoVal': 'D', 'content': '$$648000$$ '}]]",A,Applying the Principle of Place Value
237,4,A bicycle wheel with a diameter of 62.2 cm and a rotational inertia of 0.40 kg·m\textsuperscript{2} is rotating at a rate of 8 rad/s when the brakes are applied. The brakes apply a normal force of 85 N on the brake pad at the edge of the wheel.The coefficient of kinetic friction between the brake pad and the wheel is 0.32. How long does it take for the bicycle to stop? ,"[[{'aoVal': 'A', 'content': '$$0.19s$$ '}], [{'aoVal': 'B', 'content': '$$0.29s$$ '}], [{'aoVal': 'C', 'content': '$$0.38s$$ '}], [{'aoVal': 'D', 'content': '$$2.6s$$ '}]]",C,Number Theory Modules
240,2,Let $N$ be the greatest five-digit number whose digits have a product of $120$. What is the sum of the digits of $N$? ,"[[{'aoVal': 'A', 'content': '$$15$$ '}], [{'aoVal': 'B', 'content': '$$16$$ '}], [{'aoVal': 'C', 'content': '$$17$$ '}], [{'aoVal': 'D', 'content': '$$18$$ '}], [{'aoVal': 'E', 'content': '$$20$$ '}]]",D,Factors and Multiples
242,2,"How many positive factors does $$23,232$$ have? ","[[{'aoVal': 'A', 'content': '$$9$$ '}], [{'aoVal': 'B', 'content': '$$12$$ '}], [{'aoVal': 'C', 'content': '$$28$$ '}], [{'aoVal': 'D', 'content': '$$36$$ '}], [{'aoVal': 'E', 'content': '$$42$$ '}]]",E,Prime Factorization
243,1,What is the missing number in this sequence?  ~ $$1$$，$$3$$，$$5$$，$$7$$，？，$$11$$，$$13$$，$$15$$，$$17$$，$$19$$ ,"[[{'aoVal': 'A', 'content': '$$8$$ '}], [{'aoVal': 'B', 'content': '$$9$$ '}], [{'aoVal': 'C', 'content': '$$15$$ '}], [{'aoVal': 'D', 'content': '$$11$$ '}], [{'aoVal': 'E', 'content': '$$10$$ '}]]",B,Number Theory Modules
245,1,A number is opposite to $$-\frac{1}{3}$$ and the aboslute value of that number is~\uline{~~~~~~~~~~}~. ,"[[{'aoVal': 'A', 'content': '$$3$$ '}], [{'aoVal': 'B', 'content': '$$-3$$ '}], [{'aoVal': 'C', 'content': '$$\\frac{1}{3}$$ '}], [{'aoVal': 'D', 'content': '$$-\\frac{1}{3}$$ '}]]",C,Number Theory Modules
248,1,"A ball is thrown from the top of a building and each time the ball bounces to half of its previous height. If the height of the building is $$512$$ meters, which time does it bounce when it bounces to a height of $$16$$ meters? ","[[{'aoVal': 'A', 'content': '$$4^{th}$$ '}], [{'aoVal': 'B', 'content': '$$7^{th}$$ '}], [{'aoVal': 'C', 'content': '$$6^{th}$$ '}], [{'aoVal': 'D', 'content': '$$8^{th}$$ '}], [{'aoVal': 'E', 'content': '$$5^{th}$$ '}]]",E,Number Theory Modules
257,1,What is seventy thousand and fourty-one in figures? ,"[[{'aoVal': 'A', 'content': '$$7041$$ '}], [{'aoVal': 'B', 'content': '$$70401$$ '}], [{'aoVal': 'C', 'content': '$$70410$$ '}], [{'aoVal': 'D', 'content': '$$70041$$ '}], [{'aoVal': 'E', 'content': '$$700041$$ '}]]",D,Understanding Numbers and Digits
258,1,"What is the probability of getting an letter grade that is lower than $B$ from ""THINK ACADEMY""? ","[[{'aoVal': 'A', 'content': '$\\frac{5}{12}$ '}], [{'aoVal': 'B', 'content': '$\\frac{1}{4}$ '}], [{'aoVal': 'C', 'content': '$\\frac{1}{12}$ '}], [{'aoVal': 'D', 'content': '$\\frac{1}{6}$ '}]]",B,Number Theory Modules
261,1,Find the difference between $56$ hundreds and $19$ tens and $5$ ones. ,"[[{'aoVal': 'A', 'content': '$$365$$ '}], [{'aoVal': 'B', 'content': '$$536$$ '}], [{'aoVal': 'C', 'content': '$$5405$$ '}], [{'aoVal': 'D', 'content': '$$5576$$ '}]]",C,Place Value and Number Bases
262,1,"In the apartment building where Linda lives, $13$ floors above the ground are residential buildings, and $2$ underground floors are parking lots. When Linda takes the elevator from the 2nd underground floor to the $26$th floor. How many floors does the elevator go up? ","[[{'aoVal': 'A', 'content': '$$25$$ '}], [{'aoVal': 'B', 'content': '$$26$$ '}], [{'aoVal': 'C', 'content': '$$27$$ '}], [{'aoVal': 'D', 'content': '$$28$$ '}], [{'aoVal': 'E', 'content': '$$29$$ '}]]",C,Number Theory Modules
266,1,? ,"[[{'aoVal': 'A', 'content': 'a '}], [{'aoVal': 'B', 'content': 'B '}], [{'aoVal': 'C', 'content': 'C '}], [{'aoVal': 'D', 'content': 'd '}]]",D,Prime Factorization
267,1,"Malcolm wants to visit Isabella after school today and knows the street where she lives but doesn\textquotesingle t know her house number. She tells him, ""My house number has two digits, and exactly three of the following four statements about it are true.""  (1) It is prime.  (2) It is even.  (3) It is divisible by 7.  (4) One of its digits is 9.  This information allows Malcolm to determine Isabella\textquotesingle s house number. What is its units digit? ","[[{'aoVal': 'A', 'content': '$$4$$ '}], [{'aoVal': 'B', 'content': '$$6$$ '}], [{'aoVal': 'C', 'content': '$$7$$ '}], [{'aoVal': 'D', 'content': '$$8$$ '}], [{'aoVal': 'E', 'content': '$$9$$ '}]]",D,Number Theory Modules
269,1,"Seven million, three hundred and eight thousand and twenty-eight in numerals is． ","[[{'aoVal': 'A', 'content': '$$7008328$$ '}], [{'aoVal': 'B', 'content': '$$7030828$$ '}], [{'aoVal': 'C', 'content': '$$738028$$ '}], [{'aoVal': 'D', 'content': '$$7380028$$ '}], [{'aoVal': 'E', 'content': '$$7308028$$ '}]]",E,Numbers
272,1,"I\textquotesingle m thinking of a number.  When I divide the number by $$5$$, its quotient is $$43$$ and its remainder is $$3$$.  What is the number? ","[[{'aoVal': 'A', 'content': '$$230$$ '}], [{'aoVal': 'B', 'content': '$$218$$ '}], [{'aoVal': 'C', 'content': '$$215$$ '}], [{'aoVal': 'D', 'content': '$$212$$ '}]]",B,Meaning of Division with Remainders
273,1,Which one of the following numbers has $$4$$ as a factor? ,"[[{'aoVal': 'A', 'content': '$$10$$ '}], [{'aoVal': 'B', 'content': '$$30$$ '}], [{'aoVal': 'C', 'content': '$$42$$ '}], [{'aoVal': 'D', 'content': '$$64$$ '}]]",D,Basic Concepts of Factors and Multiples
275,1,"The numbers $1$, $2$, $3$, $7$, $8$, $10$, $14$ and $15$ are divided into groups of one or more numbers. The sum of the numbers in each group is the same. Which of the following can be the sum of the numbers in each group? ","[[{'aoVal': 'A', 'content': '$$16$$ '}], [{'aoVal': 'B', 'content': '$$15$$ '}], [{'aoVal': 'C', 'content': '$$14$$ '}], [{'aoVal': 'D', 'content': '$$13$$ '}], [{'aoVal': 'E', 'content': '$$12$$ '}]]",B,Number Theory Modules
278,1,How many hundreds are there in eight million?　 ,"[[{'aoVal': 'A', 'content': '$$80$$ '}], [{'aoVal': 'B', 'content': '$$800$$ '}], [{'aoVal': 'C', 'content': '$$8000$$ '}], [{'aoVal': 'D', 'content': '$$80000$$ '}]]",D,Applying the Principle of Place Value
282,2,"How many factors of $2020$ have more than $3$ factors? (As an example, $12$ has $6$ factors, namely $1$,$2$,$3$,$4$,$6$ and $12$) ","[[{'aoVal': 'A', 'content': '$$6$$ '}], [{'aoVal': 'B', 'content': '$$7$$ '}], [{'aoVal': 'C', 'content': '$$8$$ '}], [{'aoVal': 'D', 'content': '$$9$$ '}], [{'aoVal': 'E', 'content': '$$10$$ '}]]",B,Factors and Multiples
283,1,Bud is setting a problem for \textquotesingle Find the Number!\textquotesingle{}  She wants the number to be $$75$$.  Her first two clues are:  Clue $$1$$: The number is a factor of $$150$$.  Clue $$2$$: The number is a multiple of $$3$$.  What should her third clue be to completely identify the number? ,"[[{'aoVal': 'A', 'content': 'The number is divisible by $15$. '}], [{'aoVal': 'B', 'content': 'The number is divisible by $25$. '}], [{'aoVal': 'C', 'content': 'The number is a two-digit number. '}], [{'aoVal': 'D', 'content': 'The number is an odd number. '}], [{'aoVal': 'E', 'content': 'The number is a prime number. '}]]",B,Basic Concepts of Factors and Multiples
285,1,"Adil says ""I have chosen a prime number less than $$20$$. It is one more than a multiple of $$4$$.""  How many possible numbers could Adil have chosen? ","[[{'aoVal': 'A', 'content': '$$0$$ '}], [{'aoVal': 'B', 'content': '$$1$$ '}], [{'aoVal': 'C', 'content': '$$2$$ '}], [{'aoVal': 'D', 'content': '$$3$$ '}], [{'aoVal': 'E', 'content': '$$4$$ '}]]",D,Knowing Prime and Composite Numbers
286,1,Divide $$74$$ by $$6$$. The remainder is ． ,"[[{'aoVal': 'A', 'content': '$$1$$ '}], [{'aoVal': 'B', 'content': '$$2$$ '}], [{'aoVal': 'C', 'content': '$$12$$ '}], [{'aoVal': 'D', 'content': '$$14$$ '}]]",B,"Relationship between Dividend, Divisor, Quotient and Remainder in Division"
289,1,Two numbers have infinite amount of~\uline{~~~~~~~~~~}~. ,"[[{'aoVal': 'A', 'content': 'multiples '}], [{'aoVal': 'B', 'content': 'least common multiples '}], [{'aoVal': 'C', 'content': 'factors '}], [{'aoVal': 'D', 'content': 'greatest common factors '}]]",A,Common Multiples and Least Common Multiples
290,1,How many times does the number $$2$$ appear when counting from $$1$$ to $$43$$? ,"[[{'aoVal': 'A', 'content': '$$15$$ '}], [{'aoVal': 'B', 'content': '$$16$$ '}], [{'aoVal': 'C', 'content': '$$17$$ '}], [{'aoVal': 'D', 'content': '$$18$$ '}], [{'aoVal': 'E', 'content': '$$19$$ '}]]",A,Number Theory Modules
295,1,Change a digit of the number $12315$ to make the new five-digit number be divisible by $25$. What is the new five-digit number? ,"[[{'aoVal': 'A', 'content': '$$12325$$ '}], [{'aoVal': 'B', 'content': '$$12335$$ '}], [{'aoVal': 'C', 'content': '$$12345$$ '}], [{'aoVal': 'D', 'content': '$$12355$$ '}]]",A,Divisibility Rules
296,0,Which answer is \textbf{NOT} a square number? ,"[[{'aoVal': 'A', 'content': '$$72$$ '}], [{'aoVal': 'B', 'content': '$$49$$ '}], [{'aoVal': 'C', 'content': '$$81$$ '}], [{'aoVal': 'D', 'content': '$$64$$ '}], [{'aoVal': 'E', 'content': '$$169$$ '}]]",A,Basic Applications of Square Numbers
301,1,Ravi divides a large number by a smaller number.  The remainder is $$5$$.  Which of these numbers could he have divided by? ,"[[{'aoVal': 'A', 'content': '$$2$$ '}], [{'aoVal': 'B', 'content': '$$3$$ '}], [{'aoVal': 'C', 'content': '$$4$$ '}], [{'aoVal': 'D', 'content': '$$5$$ '}], [{'aoVal': 'E', 'content': '$$6$$ '}]]",E,Feature of Remainder
302,1,$(3+4)^{2}-2\times 3^{2}$ ,"[[{'aoVal': 'A', 'content': '$$29$$ '}], [{'aoVal': 'B', 'content': '$$30$$ '}], [{'aoVal': 'C', 'content': '$$31$$ '}], [{'aoVal': 'D', 'content': '$$32$$ '}]]",C,The Relationship between Exponents and the Number of Factors
303,1,"An ice cream stand was selling ice cream in five different flavors. A group of children came to the stand and each child bought two scoops of ice cream with two different flavors. If none of the children chose the same combination of flavors and every such combination of favors was chosen, how many children were there? ","[[{'aoVal': 'A', 'content': '$$5$$ '}], [{'aoVal': 'B', 'content': '$$10$$ '}], [{'aoVal': 'C', 'content': '$$20$$ '}], [{'aoVal': 'D', 'content': '$$25$$ '}], [{'aoVal': 'E', 'content': '$$30$$ '}]]",B,Multiples Word Problems
304,0,"One class is on PE class. If each row is $12$ people, the last row is $8$ people. If each row is $15$ people, the last row is $11$ people. Two student of the class were sick and absent from the PE class. How many students are there in the class? ","[[{'aoVal': 'A', 'content': '$$48$$ '}], [{'aoVal': 'B', 'content': '$$58$ '}], [{'aoVal': 'C', 'content': '$$45$$ '}], [{'aoVal': 'D', 'content': '$$36$$ '}], [{'aoVal': 'E', 'content': '$$64$$ '}]]",B,Number Theory Modules
